type,source,destination,status,hash,notes
symbol,,symbols/microcontrollers/MCU_Microchip_PIC32.kicad_sym,UNCHANGED,733e17ecc7f8d609b06afb2812cccc84fdaebc9f62a98f15e794957ea133dd1d,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_Microchip_SAMA.kicad_sym,UNCHANGED,28c7ac57ef4ba1ec7d48c20b23f91170a113f9d863b74366249c3bbbdc020f54,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_Microchip_SAMD.kicad_sym,UNCHANGED,dcd13c3ae61a5912a52e3b16f22a13ee699451b4d0dcf6119a54c51a1eada264,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_Microchip_SAME.kicad_sym,UNCHANGED,1be20cf6540fc930da164aba111e89d5d30af6f9cb586f67b770d023d401b1c7,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_Microchip_SAML.kicad_sym,UNCHANGED,c7dad1df33fe6f38fd133a2728db76e7c52a770cce8e4daaa87aafc5b6792093,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_Microchip_SAMV.kicad_sym,UNCHANGED,b7f3404aa88880aae956486fe32cb9761033e7e60ca9fd6df89ea18ed16a4125,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_Module.kicad_sym,UNCHANGED,b04a66dc0474012e67ab704c8a150bb2e3e42d3d8a0527e750a78427a89d0527,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_NXP_ColdFire.kicad_sym,UNCHANGED,d90233674c4ac63a344ac96fc3227eab9076393850237a85688b0bf93c869f19,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_NXP_HC11.kicad_sym,UNCHANGED,3d6fd2f78ffd52df2fa9cd0dec8777afc091fb80f1e438da0ac7e048a4f059ea,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_NXP_HC12.kicad_sym,UNCHANGED,e460143ff2d9fc66672d41879e8d1704a75671d0b72ba9c9163aa49eba262ba3,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_NXP_HCS12.kicad_sym,UNCHANGED,7e757cba4c43dd82a31c5806e2f890b2c2739465fbd09eea563f4cb8fdc3734e,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_NXP_Kinetis.kicad_sym,UNCHANGED,a132825c62270f4dea83935167f9f5d38f8817b4626d01c7a730acc997aee9a6,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_NXP_LPC.kicad_sym,UNCHANGED,a815fb0bb6de3ce93380fa09bcc7f641aefc23ab7075025e0e0343881834449b,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_NXP_MAC7100.kicad_sym,UNCHANGED,86dc0d1dfd3a8e21382c0dd9c7eb017687e49d919b52e3f4c3ed3dfc49fbfddf,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_NXP_MCore.kicad_sym,UNCHANGED,7914591f0c63948a9ccd96263c250a6658953f74c30be91493493922423d6c4e,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_NXP_NTAG.kicad_sym,UNCHANGED,db55c3bc14f7a0d3360772498740b214ed3344dd9e05fca9f1b14ba578097c54,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_NXP_S08.kicad_sym,UNCHANGED,6811ee56861590bbfb6d00e27af89e21ff19fda278c86139b9bddf74b1ef648b,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_Nordic.kicad_sym,UNCHANGED,30866c74214e288f9d105b5f8cb2759f9b1c5d5ae959c7e7e28508c029acd871,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_Parallax.kicad_sym,UNCHANGED,2eb4ab67268c8396d9d70f3720ca861cd14a66da3bd896e28de8b5d307e4da01,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_RaspberryPi.kicad_sym,UNCHANGED,14bfc4d8130feba4c204c5fed75468a913b6f68a36539f0d34c1300cfb5cc75e,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_Renesas_Synergy_S1.kicad_sym,UNCHANGED,abc769410227ebb492f0104ee2635d2a9c2a3e188b1b53a9aeed4bc2833849d3,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_STC.kicad_sym,UNCHANGED,91a0cfa798212b06002c9538eba49887e88277e0a6d5fa1a2c7529da71aad308,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32C0.kicad_sym,UNCHANGED,44094460c36f7c05d94e2d8d7ae4cfa73b8cba42a9b8fc7699343bffcfc46224,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32F0.kicad_sym,UNCHANGED,414527b4fd107a9b74e352b0e8c612939c7158be95ae133dc1d411f9bdaa7357,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32F1.kicad_sym,UNCHANGED,c83d1eb0f7d88869241a94321505f93315b442b480bd417be5f9526e741247a6,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32F2.kicad_sym,UNCHANGED,2fa19546097bff8240f1d92fb038ff5dc11c6913042c8f21f6005c3dcfdc1654,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32F3.kicad_sym,UNCHANGED,d1d8514aff4b82d2516967824d5e282a76f4a77e3a9cde3320060e0bfb3bc6fa,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32F4.kicad_sym,UNCHANGED,59817cfb1faf56dc51c30f5c5532be85b386f54af6394b8226d84f1af23f8ea9,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32F7.kicad_sym,UNCHANGED,3a0089e9621a016c9e5e0da1eab7b685740215a698f9e2a8783b5a5e7a9a0843,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32G0.kicad_sym,UNCHANGED,e7dd777b4ce627c7605c3d446b2444a895c3e11af3dd0bd65ac9cf4542747414,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32G4.kicad_sym,UNCHANGED,012873cbe844ab27e6436dd2728758d4d0b2cc1f6a1404cb50379245e540bfec,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32H5.kicad_sym,UNCHANGED,a7e4f13de9ae87be7bb8afb52a5343fb0a33aeae8d813b47b43696a0af71f39c,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32H7.kicad_sym,UNCHANGED,599b094e31681860805709c27a12214f55dbc711fd4c33ff0e86850a9394a477,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32L0.kicad_sym,UNCHANGED,bd4c2ca8690b3347d84912dcdd39e8788e6621fdd339f5e4a46f01097f5edba7,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32L1.kicad_sym,UNCHANGED,70f31d982008bbc273f7e4637ff1228aa26f11edecc22bd3ffefda9d68d16f2f,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32L4.kicad_sym,UNCHANGED,ee93a29c561b200060b90136c44767a32bddf877b5df38c571c515ab9cc73ea0,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32L5.kicad_sym,UNCHANGED,caebe18db9ed82db7eba7268f65858bead71ab75afa70527834319e3ffaa0f4a,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32MP1.kicad_sym,UNCHANGED,ec5a508bfd40f9a9f00bd9e5ce1c34a624dea068ee889ba9bbbf07a857b6b8c5,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32U0.kicad_sym,UNCHANGED,7c25daa48e02e8a88039753e49bc9f668c58e8764a7430feae6cc79f06414469,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32U5.kicad_sym,UNCHANGED,6a29209e7e291e1d74c86b5e96aabcff51637af1f45bfd4ecfedaba08ce841e1,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32WB.kicad_sym,UNCHANGED,fb10d05f91b279b950253f4e18c7a1265386cf05a327ed4690444aaf7f05dcd4,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM32WL.kicad_sym,UNCHANGED,362ec0921559440b681a181ba3f21697d001affdfee81cea77d96c1de3c2e0c5,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_ST_STM8.kicad_sym,UNCHANGED,a5f3316a5bb15a65e4ce68df6337042753c20947c40854d8e8750dbc6584bcae,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_SiFive.kicad_sym,UNCHANGED,863c58ba6788ef08f4a1cceabe9d7653a43c69d0beeb92acb8c32b6aa750d034,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_SiliconLabs.kicad_sym,UNCHANGED,d85ab7147b0bb5172e9d21d97cbffb4e096d35483ca92b2086d36f28e1f73b6c,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_Texas.kicad_sym,UNCHANGED,4c4478771d4eb42efdaf7cd5966af50799a4bc711a87f0818b59a7cd67984703,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_Texas_MSP430.kicad_sym,UNCHANGED,c4b38078de2a9e0cd0973321bf5a4b81b09a09eab58e009021fce72549392989,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_Texas_SimpleLink.kicad_sym,UNCHANGED,c4df7071133c75e5256e9d3f8c5e1fa8a08b43bd41ad14e57baed0a1a98ba414,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_WCH_CH32V0.kicad_sym,UNCHANGED,45dcdda7ea79209e2ba655c1fd7cdb8c5e4b14638dc59667f55983d3ccadd734,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_WCH_CH32V2.kicad_sym,UNCHANGED,408ba1b61b4c40c0be5ab3582dee51b1c9a123e0cc8eb86b0c73632c74dcb454,category=microcontrollers
symbol,,symbols/microcontrollers/MCU_WCH_CH32V3.kicad_sym,UNCHANGED,c85221157d92782d7cb975b7c0bf9cc5bee5f41724200e73c2f9900e6c6ff487,category=microcontrollers
symbol,,symbols/other/74xGxx.kicad_sym,UNCHANGED,0dd6f82d04b470fba4f6430dcbb2db12beca539a00eaafb1861eff671445175d,category=other
symbol,,symbols/other/Amplifier_Current.kicad_sym,UNCHANGED,f21230096f09b5205a3c44d2848204471834d76b0111c442af52ed3858ef164e,category=other
symbol,,symbols/other/Amplifier_Difference.kicad_sym,UNCHANGED,16e109e42b7be1bc763fcb7cfe641ed1375f9fd8ec9c876b63eedff5cb3c9210,category=other
symbol,,symbols/other/Amplifier_Instrumentation.kicad_sym,UNCHANGED,308a6fa9049c9f08c8349a13d2c1e3d627ff86091338212358efea7784d1295e,category=other
symbol,,symbols/other/Amplifier_Video.kicad_sym,UNCHANGED,308ada82f096ce8c787295903387e23c6ae342d6cc2f4823b8c50fa539adc576,category=other
symbol,,symbols/other/Device.kicad_sym,UNCHANGED,7503ada06c4fa226c51fd81f7069aa5b19233d0e44fbf71e93cd0776849ec142,category=other
symbol,,symbols/other/Driver_Haptic.kicad_sym,UNCHANGED,b56938db1c8eb167537ea45a1c214f925b89bf16106165e9eda2058b4b6c67d9,category=other
symbol,,symbols/other/Driver_LED.kicad_sym,UNCHANGED,673f780643ecf39dcf932486b4b0d68e5a6d4577ece5afca92d056454c9f0434,category=other
symbol,,symbols/other/Driver_Motor.kicad_sym,UNCHANGED,a2325796045bbbe65c04d8d2c0093203e924b3140b846115bdefd5ec184850ca,category=other
symbol,,symbols/other/Driver_TEC.kicad_sym,UNCHANGED,742a02d1ca90a102e8442761ce66196a810ff9690007ca6b13dfe227566732b4,category=other
symbol,,symbols/other/Fiber_Optic.kicad_sym,UNCHANGED,3b1fe51cd21ba7b6e069149ab32353800b6e156813a7496d39a69e17224801b7,category=other
symbol,,symbols/other/GPU.kicad_sym,UNCHANGED,d437f388628f2ed19f93377541508e083342a8de3b98b14d04c9f22f1d8ee39b,category=other
symbol,,symbols/other/Graphic.kicad_sym,UNCHANGED,43c52fdf860c258f20c7343c5f1fea6ea9ca7cd8b25c6a1051dce7f33b0c8db5,category=other
symbol,,symbols/other/Isolator.kicad_sym,UNCHANGED,d2afa6c9c3e4177c3b7f5688d05527f4c6a48120e6d40fa1e5176b5ac4be2b75,category=other
symbol,,symbols/other/LED.kicad_sym,UNCHANGED,97416c97583dfd2c95cbde7d0fdef86b11cd5f179051c4632aeb1632f355fba9,category=other
symbol,,symbols/other/Motor.kicad_sym,UNCHANGED,88a25af7dc0a6dfb73aad68645bd6772fa3dfc1923e9dde00267c53d3f102fcd,category=other
symbol,,symbols/other/Oscillator.kicad_sym,UNCHANGED,8abf0ba2d7d88f172b55e828aa6983ac0e8fd5a683e263b935ac33209202437a,category=other
symbol,,symbols/other/Potentiometer_Digital.kicad_sym,UNCHANGED,79275c3d423707b104dde213514efb1643730b59ef479c7e5f852709f27fe33b,category=other
symbol,,symbols/other/Security.kicad_sym,UNCHANGED,6ef47fb6253b0516f9de5c414bd5943a4a93f335a6fc32b4a6c165fef1742db5,category=other
symbol,,symbols/other/TPS63020DSJT.kicad_sym,UNCHANGED,8eee505e3537c121039465dffd27811e022aac89024d2e91f3bd308b64cb9afc,category=other
symbol,,symbols/other/Transformer.kicad_sym,UNCHANGED,7c36a8d493f0ca5e1c20a16884ec374d2806d5e58dbc2e52d9047f594b0c5570,category=other
symbol,,symbols/other/Triac_Thyristor.kicad_sym,UNCHANGED,1d00acf9dd27ac1745247980154e4132a901ee6ae37436cbced3c9009ac49d04,category=other
symbol,,symbols/other/Valve.kicad_sym,UNCHANGED,a31e56a9885db4bfc581e694f13213effcca0f7047e4a108836a1b5b3f6daffa,category=other
symbol,,symbols/other/Video.kicad_sym,UNCHANGED,6a6b96de4a0f7150fad30f6eb4c5bcc11334a0735786008ca6d3ee63906f77c8,category=other
symbol,,symbols/other/ti.kicad_sym,UNCHANGED,3c5f8f72ee94e9caeaf03aeb5520031b192e83b8da7ce11ebeb3a8fcc3415fbf,category=other
symbol,,symbols/power/Battery_Management.kicad_sym,UNCHANGED,27cc7c9f1e2c216198f059d9292721bb297869c5b7e0a472c200cdac1c967ace,category=power
symbol,,symbols/power/Converter_ACDC.kicad_sym,UNCHANGED,f275ee77c57a62b4fdb8364217b446834be4fa5801394daa84c905771b7b5d5f,category=power
symbol,,symbols/power/Converter_DCDC.kicad_sym,UNCHANGED,46d497f63a8cf1e72f0a1271856d1018af88346ed39aacfaa1ee8fe736e93f2e,category=power
symbol,,symbols/power/Power_Management.kicad_sym,UNCHANGED,95f3f201c0c2415c13f6e451d6c54abb2deaecc9ed579316e5f275e9d8c4fe16,category=power
symbol,,symbols/power/Power_Protection.kicad_sym,UNCHANGED,5e66b54cd448790f102368f4e9be6f204c19455e73eb272c4ae0744aa08ce8bb,category=power
symbol,,symbols/power/Power_Supervisor.kicad_sym,UNCHANGED,9a6bd1ab7af021524cd64deb994e256a2ab8104238c57c3a540abb164a39a6b2,category=power
symbol,,symbols/power/Regulator_Controller.kicad_sym,UNCHANGED,0cf8723329bd30cc6c40bb10ca2b8f070b7c7b4b9189192dd03ce4c62f00ffcc,category=power
symbol,,symbols/power/Regulator_Current.kicad_sym,UNCHANGED,42e1fdcbfcad5ab24ed04fc5716d8ce2f7fcb2a6f1e86c7364845c0faa64611d,category=power
symbol,,symbols/power/Regulator_Linear.kicad_sym,UNCHANGED,903cccb64756ca65a8ef9af8317135b1b0cf26c159a9dad3504ffbd96f27374c,category=power
symbol,,symbols/power/Regulator_SwitchedCapacitor.kicad_sym,UNCHANGED,04236fb0bdbc7915a72e403eceb6ab3143c8bc4b1f93b42b25e0cf86aa3998e5,category=power
symbol,,symbols/power/Regulator_Switching.kicad_sym,UNCHANGED,e88b8b88729053dc8435993c77dac82afe7ee881b1da0b65fd20fa21fb629a9d,category=power
symbol,,symbols/power/TPS7A2012PDBVR.kicad_sym,UNCHANGED,4e3b8deb13f907ec05495fe5988e806e2458b3acf557fd3d5ace04071d0ed777,category=power
symbol,,symbols/power/TPS7A2018PDBVR.kicad_sym,UNCHANGED,564f08ab9d9c3f65e3577746e9e9a2700eaf5fba98b56902b1183135ca8cd635,category=power
symbol,,symbols/power/Transistor_Power_Module.kicad_sym,UNCHANGED,6af304e628b3c314b6a6bbfc73aead32efb62dbb8d621a489ce02025efb3e12f,category=power
symbol,,symbols/power/power.kicad_sym,UNCHANGED,e56d8bf205f7927dbbd1b309a9d12a706e30a33c7689eb168d131f9e6b598435,category=power
symbol,,symbols/rf/FSC-BT1035.kicad_sym,UNCHANGED,2524261dc7179513521924d8ae2c85706be33d517a7e8dd1a5ccfa5fe912e752,"hand-authored from the official Feasycom datasheet Table 3-2 (Pin definition), https://www.feasycom.com/datasheet/fsc-bt1035.pdf; all 52 pins transcribed directly, validated with kicad-cli; symbol only -- no verified footprint/3D model source was found (see README for details and how to add one)"
symbol,,symbols/rf/Interface.kicad_sym,UNCHANGED,e1e67f47b890b1afc2e874c5a0f51ceae71ccf0426041c43c27f066c2ccae570,category=rf
symbol,,symbols/rf/Interface_CAN_LIN.kicad_sym,UNCHANGED,c38fb427b68e72910f8742540fd24d9c65990b21713ab851aac5387e12267d1e,category=rf
symbol,,symbols/rf/Interface_CurrentLoop.kicad_sym,UNCHANGED,a1639e5796950eacc7a57a34f5f37fa675f0fc87a3540c8eb99ef1427c1e8b7f,category=rf
symbol,,symbols/rf/Interface_Ethernet.kicad_sym,UNCHANGED,e911665bcfb6e7b6971419b941cf70802ccc045bf3e53a4144434e242dca930d,category=rf
symbol,,symbols/rf/Interface_Expansion.kicad_sym,UNCHANGED,05c9d930b232109590ad86539dcbec631d34424285551a4ec2b884d88f67bad8,category=rf
symbol,,symbols/rf/Interface_HDMI.kicad_sym,UNCHANGED,6e88aee41502afbd4d8bdaa4286e3672444bcee222167c45ae0c5032de00092d,category=rf
symbol,,symbols/rf/Interface_HID.kicad_sym,UNCHANGED,48c6625da7de44147f64f5234446b65a7027a1db4b3270b008a3a9d39849de8c,category=rf
symbol,,symbols/rf/Interface_LineDriver.kicad_sym,UNCHANGED,fb208de396614b0b52342303d18c88a3d7699ff0ea94cebaead33e634a3d7dee,category=rf
symbol,,symbols/rf/Interface_Optical.kicad_sym,UNCHANGED,18579714cadafa0375d50575ee1af2d31ab50c4f7aa8a4cb3f77455b550aaa29,category=rf
symbol,,symbols/rf/Interface_Telecom.kicad_sym,UNCHANGED,d6a174939ff4787a4af7b3d7f6faa729cb9759345745be4d105f9fc0bb0aa96a,category=rf
symbol,,symbols/rf/Interface_UART.kicad_sym,UNCHANGED,1130f36032644e0609b6d34b64c8365e1b9247e3516b9d8ab26df9f6e3fe1b60,category=rf
symbol,,symbols/rf/Interface_USB.kicad_sym,UNCHANGED,8d58a283d764b19e01d41d05c71edbd119b81e975ccc7df390a5fc58c7fb5f0d,category=rf
symbol,,symbols/rf/RF.kicad_sym,UNCHANGED,993a630f43108e9aa71a72419fb7e969bc3d5551178d40f144a16c80977c30f6,category=rf
symbol,,symbols/rf/RF_AM_FM.kicad_sym,UNCHANGED,15a7411a091eb92197f14d5120e0d3fbe9dd235b09531872f1be3a0e6e4dfd2b,category=rf
symbol,,symbols/rf/RF_Amplifier.kicad_sym,UNCHANGED,f408753e6bca6d0c0dbc1819f0394d4ad7a848dbd4892ec2eaa4f76d45d4e5cf,category=rf
symbol,,symbols/rf/RF_Bluetooth.kicad_sym,UNCHANGED,db334be3a74f175b21a27412129a2c746e984e710f42f4b4d073e620fc58bd47,category=rf
symbol,,symbols/rf/RF_Filter.kicad_sym,UNCHANGED,8bfc2d267166449d22f2c49ed9fa651401eda03b07a91026c766247183bd9dcf,category=rf
symbol,,symbols/rf/RF_GPS.kicad_sym,UNCHANGED,eb581fefe1a81dd15d2bdaf62e47f7d5e153808d565603c072b719df8093ff25,category=rf
symbol,,symbols/rf/RF_GSM.kicad_sym,UNCHANGED,7cb8ecaf9434628df4e2118c5b7d05a6384e3dd4e452453c7a9c3e989597a4a1,category=rf
symbol,,symbols/rf/RF_Mixer.kicad_sym,UNCHANGED,e19a744034e573a35f4a734c6e0fd8942983983331f84c5789c753a83b410f49,category=rf
symbol,,symbols/rf/RF_Module.kicad_sym,UNCHANGED,4ab7933966c4fd737aa3a439333d7f6f399a73dadce7b5e828e8f8bee53d8d58,category=rf
symbol,,symbols/rf/RF_NFC.kicad_sym,UNCHANGED,b4d102a8907b99e3bd013689d130dc660b37b4b70659c009e58244657355e36b,category=rf
symbol,,symbols/rf/RF_RFID.kicad_sym,UNCHANGED,ea845001b3c3753c365db1071b715270813830b4d4e1535f27c5bb118d276633,category=rf
symbol,,symbols/rf/RF_Switch.kicad_sym,UNCHANGED,2e9e15440662cdf4278a542814d9392677ce08fff824292da1f92a6396b5f266,category=rf
symbol,,symbols/rf/RF_WiFi.kicad_sym,UNCHANGED,72ee13439acd562570d5c8b9a830c7044b26e1c0dea93f6973fb5518e26781a2,category=rf
symbol,,symbols/rf/RF_ZigBee.kicad_sym,UNCHANGED,301df8379d8df7fc85ee9d3515f260fe9574a251beaa761dbf40dd661c64def4,category=rf
footprint,,footprints/audio/ADAU1467WBCPZ300RL.pretty/ADAU1467WBCPZ300.kicad_mod,UNCHANGED,0610b438e1e01d2e2a9d20d6e67c452a128fa729bb141d4fd496d9ccc8940f6c,"imported from https://github.com/freeDSP/FreeDSP_ki-CAD_Libraries; had two broken 3D model refs (bare filename + ${KICAD_USER_TEMPLATE_DIR}), replaced with a single ${KIPRJMOD}-relative reference"
footprint,,footprints/audio/Combo384.pretty/Combo384.kicad_mod,UNCHANGED,d0fd2c7768222690b6aece4353c05b126daee59ce90955506c69c0b900f5cce0,imported from https://github.com/freeDSP/FreeDSP_ki-CAD_Libraries
footprint,,footprints/audio/MW-1466CORE.pretty/MW-1466CORE.kicad_mod,UNCHANGED,0730f98611d93674e25780ef5ee037d5a89eaa15e42f3d895636d763ded0224a,imported from https://github.com/freeDSP/FreeDSP_ki-CAD_Libraries
footprint,,footprints/audio/PCM1808QPWRQ1.pretty/PCM1808QPWRQ1.kicad_mod,UNCHANGED,c04c24d9cd5ce1ecf84e802cc7a97fd4ccec9370c1f883158819949890d438dc,"imported from https://github.com/freeDSP/FreeDSP_ki-CAD_Libraries; original 3D model ref was an ABSOLUTE PATH to the upstream maintainer's own machine (/Users/HILO/...), replaced with a ${KIPRJMOD}-relative reference"
footprint,,footprints/audio/PCM9211PTR.pretty/PCM9211PTR.kicad_mod,UNCHANGED,9ede5fb84e26df5b8975917212672075c79b8d3538f591cfb509c124f86bcec4,"imported from https://github.com/freeDSP/FreeDSP_ki-CAD_Libraries; had two broken 3D model refs (bare filename + ${KICAD_USER_TEMPLATE_DIR}), replaced with a single ${KIPRJMOD}-relative reference"
footprint,,footprints/display/lcd_kingtech.pretty/KINGTECH_DW0240A2BZ.kicad_mod,UNCHANGED,eb2b1b9593cd875074e9eb1d60dc642a6273e6ca875d857778c83d37c209a44c,category=display;library=lcd_kingtech.pretty
footprint,,footprints/display/lcd_kingtech.pretty/KINGTECH_DW0240A2BZ_PANEL.kicad_mod,UNCHANGED,52175852271679dcf0cc65dba3aebb2575b6f64c0a796666881530d84fc85145,category=display;library=lcd_kingtech.pretty
footprint,,footprints/display/lcd_kingtech.pretty/PV043WV-BICA3001_DSI.kicad_mod,UNCHANGED,902aa6cd1e6216f0b5657ce207b93d169879df34fbba3445a7ef697180af8037,category=display;library=lcd_kingtech.pretty
footprint,,footprints/fpga_cpld/altera.pretty/QFP50P2200X2200X160-145N_ALTERA.kicad_mod,UNCHANGED,8677b33709d1ff4d1694fda61aff9edc4f180fdcd25077533808b9ac09a58970,category=fpga_cpld;library=altera.pretty
footprint,,footprints/fpga_cpld/lattice.pretty/ECP5EVB_VERSA.kicad_mod,UNCHANGED,c87183434242b24dfdd6c2161ea915d8f879536fee1ed4ef10a9b54b91e9e404,category=fpga_cpld;library=lattice.pretty
footprint,,footprints/fpga_cpld/lattice.pretty/LATTICE_BGA_CABGA381.kicad_mod,UNCHANGED,47939725c9a5a53d2c2722731a6a38f2c6b86d23d8565bba9899b4567f09df2e,category=fpga_cpld;library=lattice.pretty
footprint,,footprints/fpga_cpld/lattice.pretty/LATTICE_BGA_CSFBGA285.kicad_mod,UNCHANGED,ab2534df1ae18a6ed48c70c0b107944a0026ec1760e722664fe54578df868a21,category=fpga_cpld;library=lattice.pretty
footprint,,footprints/fpga_cpld/xilinx.pretty/XILINX_CP[G]236.kicad_mod,UNCHANGED,fcf097e0a1a0ce57f2d72acd2c3a75f5d862ed59099f8bfe0ebd393d43513814,category=fpga_cpld;library=xilinx.pretty
footprint,,footprints/fpga_cpld/xilinx.pretty/XILINX_CS[G]32[45].kicad_mod,UNCHANGED,5c6e70e47755e298dc4d7fb5872b9087beae5999618f9f061d56d91536bf6bea,category=fpga_cpld;library=xilinx.pretty
footprint,,footprints/fpga_cpld/xilinx.pretty/XILINX_FG[G]484.kicad_mod,UNCHANGED,c1ea87aaf2e9403be53679ca49753193307afb9fb94de2827c4f13a193e39dde,category=fpga_cpld;library=xilinx.pretty
footprint,,footprints/interface/hdmi.pretty/FCI_10029449-11[13]RLF.kicad_mod,UNCHANGED,2e63d801b575e71a97196d4de16c9e63e4d023db9f7b37019b1e9ccd6b6ab449,category=interface;library=hdmi.pretty
footprint,,footprints/interface/usb3_esd_son50-10.pretty/USB3_ESD_SON50-10.kicad_mod,UNCHANGED,4d9e04a7770ee58d3efe1c7ab76f9c6a54c88f0424d23b3dac7b85cc67f5ef88,category=interface;library=usb3_esd_son50-10.pretty
footprint,,footprints/interface/usb3_micro_ab.pretty/USB3_MICRO_AB.kicad_mod,UNCHANGED,569db2845e7cee1cb88323a103b7ea87408096bf04822d34a947edc6f814e736,category=interface;library=usb3_micro_ab.pretty
footprint,,footprints/microcontrollers/ESP32-C3-MINI-1.pretty/ESP32-C3-MINI-1.kicad_mod,UNCHANGED,7199a851a84c609807b04c39ee934c1cb5f547ca731b8833d1daca2cd40dc20d,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-C3-WROOM-02.pretty/ESP32-C3-WROOM-02.kicad_mod,UNCHANGED,b1e46a6823655928e1496578aa66fab96559dc0d376a95c5e84c6240f3f65e14,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-C5-WROOM-1.pretty/ESP32-C5-WROOM-1.kicad_mod,UNCHANGED,bf3b4e7753dba4f42703d057692f7ac20f71991cbfb30f29fadc39a4f381386a,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-C5-WROOM-1U.pretty/ESP32-C5-WROOM-1U.kicad_mod,UNCHANGED,29be7839d6e969436a9bbc0f1ad3e23a55662133e7c01b69945a36770324e1c3,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-C6-MINI-1_U.pretty/ESP32-C6-MINI-1.kicad_mod,UNCHANGED,0ec521cf6b86e3fe4cd012c7e219c64e1d33b9e2d9ece52c5e1f50d95791c5d7,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-C6-WROOM-1.pretty/ESP32-C6-WROOM-1.kicad_mod,UNCHANGED,5ffc287eab7857c31d1ba4963dda64a1aea680ac2d83b89f948065a8ab4d249b,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
